Bevolking," leeftijd, migratieachtergrond, geslacht en regio, 1 januari",,,,,,,
,,Onderwerpen,Totale bevolking,Totale bevolking,Totale bevolking,Eerste generatie migratieachtergrond,Eerste generatie migratieachtergrond,Eerste generatie migratieachtergrond
65 tot 70 jaar,Oegstgeest,Westerse migratieachtergrond,189,104,85,95,40,55
65 tot 70 jaar,Oegstgeest,Niet-westerse migratieachtergrond,45,24,21,44,23,21
65 tot 70 jaar,Oirschot,Totaal,1267,652,615,30,18,12
65 tot 70 jaar,Oirschot,Nederlandse achtergrond,1203,614,589, , , 
65 tot 70 jaar,Oirschot,Westerse migratieachtergrond,55,32,23,21,12,9
65 tot 70 jaar,Oirschot,Niet-westerse migratieachtergrond,9,6,3,9,6,3
65 tot 70 jaar,Oisterwijk,Totaal,1777,864,913,76,33,43
65 tot 70 jaar,Oisterwijk,Nederlandse achtergrond,1607,787,820, , , 
65 tot 70 jaar,Oisterwijk,Westerse migratieachtergrond,146,69,77,53,25,28
65 tot 70 jaar,Oisterwijk,Niet-westerse migratieachtergrond,24,8,16,23,8,15
65 tot 70 jaar,Oldambt,Totaal,2821,1472,1349,109,62,47
65 tot 70 jaar,Oldambt,Nederlandse achtergrond,2615,1354,1261, , , 
65 tot 70 jaar,Oldambt,Westerse migratieachtergrond,188,108,80,93,53,40
65 tot 70 jaar,Oldambt,Niet-westerse migratieachtergrond,18,10,8,16,9,7
65 tot 70 jaar,Oldebroek,Totaal,1313,690,623,19,10,9
65 tot 70 jaar,Oldebroek,Nederlandse achtergrond,1276,666,610, , , 
65 tot 70 jaar,Oldebroek,Westerse migratieachtergrond,34,22,12,16,8,8
65 tot 70 jaar,Oldebroek,Niet-westerse migratieachtergrond,3,2,1,3,2,1
65 tot 70 jaar,Oldenzaal,Totaal,2205,1066,1139,137,63,74
65 tot 70 jaar,Oldenzaal,Nederlandse achtergrond,1903,919,984, , , 
65 tot 70 jaar,Oldenzaal,Westerse migratieachtergrond,229,114,115,64,30,34
65 tot 70 jaar,Oldenzaal,Niet-westerse migratieachtergrond,73,33,40,73,33,40
65 tot 70 jaar,Olst-Wijhe,Totaal,1212,600,612,40,15,25
65 tot 70 jaar,Olst-Wijhe,Nederlandse achtergrond,1127,556,571, , , 
65 tot 70 jaar,Olst-Wijhe,Westerse migratieachtergrond,70,38,32,27,10,17
65 tot 70 jaar,Olst-Wijhe,Niet-westerse migratieachtergrond,15,6,9,13,5,8
65 tot 70 jaar,Ommen,Totaal,1192,608,584,25,18,7
65 tot 70 jaar,Ommen,Nederlandse achtergrond,1138,578,560, , , 
65 tot 70 jaar,Ommen,Westerse migratieachtergrond,42,23,19,14,11,3
65 tot 70 jaar,Ommen,Niet-westerse migratieachtergrond,12,7,5,11,7,4
65 tot 70 jaar,Onderbanken,Totaal,560,290,270,44,34,10
65 tot 70 jaar,Onderbanken,Nederlandse achtergrond,410,205,205, , , 
65 tot 70 jaar,Onderbanken,Westerse migratieachtergrond,143,79,64,38,29,9
65 tot 70 jaar,Onderbanken,Niet-westerse migratieachtergrond,7,6,1,6,5,1
65 tot 70 jaar,Oost Gelre,Totaal,2001,1004,997,56,21,35
65 tot 70 jaar,Oost Gelre,Nederlandse achtergrond,1852,940,912, , , 
65 tot 70 jaar,Oost Gelre,Westerse migratieachtergrond,138,58,80,45,15,30
65 tot 70 jaar,Oost Gelre,Niet-westerse migratieachtergrond,11,6,5,11,6,5
65 tot 70 jaar,Oosterhout,Totaal,3871,1897,1974,281,130,151
65 tot 70 jaar,Oosterhout,Nederlandse achtergrond,3375,1651,1724, , , 
65 tot 70 jaar,Oosterhout,Westerse migratieachtergrond,403,203,200,190,89,101
65 tot 70 jaar,Oosterhout,Niet-westerse migratieachtergrond,93,43,50,91,41,50
65 tot 70 jaar,Ooststellingwerf,Totaal,1895,942,953,62,25,37
65 tot 70 jaar,Ooststellingwerf,Nederlandse achtergrond,1775,891,884, , , 
65 tot 70 jaar,Ooststellingwerf,Westerse migratieachtergrond,115,50,65,59,24,35
65 tot 70 jaar,Ooststellingwerf,Niet-westerse migratieachtergrond,5,1,4,3,1,2
65 tot 70 jaar,Oostzaan,Totaal,589,279,310,26,11,15
65 tot 70 jaar,Oostzaan,Nederlandse achtergrond,540,258,282, , , 
65 tot 70 jaar,Oostzaan,Westerse migratieachtergrond,42,19,23,19,9,10
65 tot 70 jaar,Oostzaan,Niet-westerse migratieachtergrond,7,2,5,7,2,5
65 tot 70 jaar,Opmeer,Totaal,790,386,404,22,11,11
65 tot 70 jaar,Opmeer,Nederlandse achtergrond,745,365,380, , , 
65 tot 70 jaar,Opmeer,Westerse migratieachtergrond,40,20,20,17,10,7
65 tot 70 jaar,Opmeer,Niet-westerse migratieachtergrond,5,1,4,5,1,4
65 tot 70 jaar,Opsterland,Totaal,1890,934,956,38,13,25
65 tot 70 jaar,Opsterland,Nederlandse achtergrond,1797,895,902, , , 
65 tot 70 jaar,Opsterland,Westerse migratieachtergrond,82,34,48,28,8,20
65 tot 70 jaar,Opsterland,Niet-westerse migratieachtergrond,11,5,6,10,5,5
65 tot 70 jaar,Oss,Totaal,5651,2811,2840,379,193,186
65 tot 70 jaar,Oss,Nederlandse achtergrond,4935,2451,2484, , , 
65 tot 70 jaar,Oss,Westerse migratieachtergrond,544,277,267,212,111,101
65 tot 70 jaar,Oss,Niet-westerse migratieachtergrond,172,83,89,167,82,85
65 tot 70 jaar,Oud-Beijerland,Totaal,1572,766,806,63,35,28
65 tot 70 jaar,Oud-Beijerland,Nederlandse achtergrond,1453,698,755, , , 
65 tot 70 jaar,Oud-Beijerland,Westerse migratieachtergrond,97,54,43,41,21,20
65 tot 70 jaar,Oud-Beijerland,Niet-westerse migratieachtergrond,22,14,8,22,14,8
65 tot 70 jaar,Oude IJsselstreek,Totaal,2767,1388,1379,103,46,57
65 tot 70 jaar,Oude IJsselstreek,Nederlandse achtergrond,2470,1259,1211, , , 
65 tot 70 jaar,Oude IJsselstreek,Westerse migratieachtergrond,255,110,145,62,28,34
65 tot 70 jaar,Oude IJsselstreek,Niet-westerse migratieachtergrond,42,19,23,41,18,23
65 tot 70 jaar,Ouder-Amstel,Totaal,899,451,448,103,42,61
65 tot 70 jaar,Ouder-Amstel,Nederlandse achtergrond,739,377,362, , , 
65 tot 70 jaar,Ouder-Amstel,Westerse migratieachtergrond,112,52,60,60,23,37
65 tot 70 jaar,Ouder-Amstel,Niet-westerse migratieachtergrond,48,22,26,43,19,24
65 tot 70 jaar,Oudewater,Totaal,677,324,353,22,8,14
65 tot 70 jaar,Oudewater,Nederlandse achtergrond,635,306,329, , , 
65 tot 70 jaar,Oudewater,Westerse migratieachtergrond,31,15,16,12,5,7
65 tot 70 jaar,Oudewater,Niet-westerse migratieachtergrond,11,3,8,10,3,7
65 tot 70 jaar,Overbetuwe,Totaal,2904,1432,1472,139,67,72
65 tot 70 jaar,Overbetuwe,Nederlandse achtergrond,2612,1283,1329, , , 
65 tot 70 jaar,Overbetuwe,Westerse migratieachtergrond,258,134,124,107,54,53
65 tot 70 jaar,Overbetuwe,Niet-westerse migratieachtergrond,34,15,19,32,13,19
65 tot 70 jaar,Papendrecht,Totaal,2060,1004,1056,158,73,85
65 tot 70 jaar,Papendrecht,Nederlandse achtergrond,1807,886,921, , , 
65 tot 70 jaar,Papendrecht,Westerse migratieachtergrond,191,93,98,98,48,50
65 tot 70 jaar,Papendrecht,Niet-westerse migratieachtergrond,62,25,37,60,25,35
65 tot 70 jaar,Peel en Maas,Totaal,3072,1598,1474,100,54,46
65 tot 70 jaar,Peel en Maas,Nederlandse achtergrond,2809,1456,1353, , , 
65 tot 70 jaar,Peel en Maas,Westerse migratieachtergrond,231,126,105,69,39,30
65 tot 70 jaar,Peel en Maas,Niet-westerse migratieachtergrond,32,16,16,31,15,16
65 tot 70 jaar,Pekela,Totaal,870,451,419,27,13,14
65 tot 70 jaar,Pekela,Nederlandse achtergrond,816,422,394, , , 
65 tot 70 jaar,Pekela,Westerse migratieachtergrond,47,25,22,21,10,11
65 tot 70 jaar,Pekela,Niet-westerse migratieachtergrond,7,4,3,6,3,3
65 tot 70 jaar,Pijnacker-Nootdorp,Totaal,2345,1157,1188,174,73,101
65 tot 70 jaar,Pijnacker-Nootdorp,Nederlandse achtergrond,2075,1028,1047, , , 
65 tot 70 jaar,Pijnacker-Nootdorp,Westerse migratieachtergrond,187,93,94,95,39,56
65 tot 70 jaar,Pijnacker-Nootdorp,Niet-westerse migratieachtergrond,83,36,47,79,34,45
65 tot 70 jaar,Purmerend,Totaal,4556,2210,2346,579,281,298
65 tot 70 jaar,Purmerend,Nederlandse achtergrond,3734,1818,1916, , , 
65 tot 70 jaar,Purmerend,Westerse migratieachtergrond,494,227,267,261,118,143
65 tot 70 jaar,Purmerend,Niet-westerse migratieachtergrond,328,165,163,318,163,155
65 tot 70 jaar,Putten,Totaal,1416,708,708,53,22,31
65 tot 70 jaar,Putten,Nederlandse achtergrond,1326,671,655, , , 
65 tot 70 jaar,Putten,Westerse migratieachtergrond,72,27,45,36,13,23
65 tot 70 jaar,Putten,Niet-westerse migratieachtergrond,18,10,8,17,9,8
65 tot 70 jaar,Raalte,Totaal,2408,1265,1143,52,26,26
65 tot 70 jaar,Raalte,Nederlandse achtergrond,2289,1206,1083, , , 
65 tot 70 jaar,Raalte,Westerse migratieachtergrond,98,50,48,31,17,14
65 tot 70 jaar,Raalte,Niet-westerse migratieachtergrond,21,9,12,21,9,12
65 tot 70 jaar,Reimerswaal,Totaal,1101,540,561,57,28,29
65 tot 70 jaar,Reimerswaal,Nederlandse achtergrond,1008,497,511, , , 
65 tot 70 jaar,Reimerswaal,Westerse migratieachtergrond,78,36,42,42,21,21
65 tot 70 jaar,Reimerswaal,Niet-westerse migratieachtergrond,15,7,8,15,7,8
65 tot 70 jaar,Renkum,Totaal,2401,1171,1230,139,57,82
65 tot 70 jaar,Renkum,Nederlandse achtergrond,2096,1033,1063, , , 
65 tot 70 jaar,Renkum,Westerse migratieachtergrond,266,122,144,104,42,62
65 tot 70 jaar,Renkum,Niet-westerse migratieachtergrond,39,16,23,35,15,20
65 tot 70 jaar,Renswoude,Totaal,281,138,143,8,2,6
65 tot 70 jaar,Renswoude,Nederlandse achtergrond,267,133,134, , , 
65 tot 70 jaar,Renswoude,Westerse migratieachtergrond,12,5,7,6,2,4
65 tot 70 jaar,Renswoude,Niet-westerse migratieachtergrond,2,0,2,2,0,2
65 tot 70 jaar,Reusel-De Mierden,Totaal,839,450,389,17,6,11
65 tot 70 jaar,Reusel-De Mierden,Nederlandse achtergrond,788,430,358, , , 
65 tot 70 jaar,Reusel-De Mierden,Westerse migratieachtergrond,50,20,30,16,6,10
65 tot 70 jaar,Reusel-De Mierden,Niet-westerse migratieachtergrond,1,0,1,1,0,1
65 tot 70 jaar,Rheden,Totaal,2980,1407,1573,184,84,100
65 tot 70 jaar,Rheden,Nederlandse achtergrond,2608,1231,1377, , , 
65 tot 70 jaar,Rheden,Westerse migratieachtergrond,316,149,167,132,60,72
65 tot 70 jaar,Rheden,Niet-westerse migratieachtergrond,56,27,29,52,24,28
65 tot 70 jaar,Rhenen,Totaal,1234,603,631,50,25,25
65 tot 70 jaar,Rhenen,Nederlandse achtergrond,1137,553,584, , , 
65 tot 70 jaar,Rhenen,Westerse migratieachtergrond,78,41,37,31,16,15
65 tot 70 jaar,Rhenen,Niet-westerse migratieachtergrond,19,9,10,19,9,10
65 tot 70 jaar,Ridderkerk,Totaal,3095,1498,1597,255,112,143
65 tot 70 jaar,Ridderkerk,Nederlandse achtergrond,2713,1314,1399, , , 
65 tot 70 jaar,Ridderkerk,Westerse migratieachtergrond,289,140,149,165,70,95
65 tot 70 jaar,Ridderkerk,Niet-westerse migratieachtergrond,93,44,49,90,42,48
65 tot 70 jaar,Rijnwaarden,Totaal,831,428,403,32,18,14
65 tot 70 jaar,Rijnwaarden,Nederlandse achtergrond,709,360,349, , , 
65 tot 70 jaar,Rijnwaarden,Westerse migratieachtergrond,119,65,54,29,15,14
65 tot 70 jaar,Rijnwaarden,Niet-westerse migratieachtergrond,3,3,0,3,3,0
65 tot 70 jaar,Rijssen-Holten,Totaal,1979,990,989,80,32,48
65 tot 70 jaar,Rijssen-Holten,Nederlandse achtergrond,1851,933,918, , , 
65 tot 70 jaar,Rijssen-Holten,Westerse migratieachtergrond,80,36,44,34,12,22
65 tot 70 jaar,Rijssen-Holten,Niet-westerse migratieachtergrond,48,21,27,46,20,26
65 tot 70 jaar,Rijswijk (ZH.),Totaal,3337,1581,1756,560,235,325
65 tot 70 jaar,Rijswijk (ZH.),Nederlandse achtergrond,2555,1246,1309, , , 
65 tot 70 jaar,Rijswijk (ZH.),Westerse migratieachtergrond,571,243,328,355,144,211
65 tot 70 jaar,Rijswijk (ZH.),Niet-westerse migratieachtergrond,211,92,119,205,91,114
65 tot 70 jaar,Roerdalen,Totaal,1741,897,844,130,64,66
65 tot 70 jaar,Roerdalen,Nederlandse achtergrond,1445,745,700, , , 
65 tot 70 jaar,Roerdalen,Westerse migratieachtergrond,274,144,130,111,57,54
65 tot 70 jaar,Roerdalen,Niet-westerse migratieachtergrond,22,8,14,19,7,12
65 tot 70 jaar,Roermond,Totaal,3742,1874,1868,467,262,205
65 tot 70 jaar,Roermond,Nederlandse achtergrond,2938,1446,1492, , , 
65 tot 70 jaar,Roermond,Westerse migratieachtergrond,583,300,283,249,136,113
65 tot 70 jaar,Roermond,Niet-westerse migratieachtergrond,221,128,93,218,126,92
65 tot 70 jaar,De Ronde Venen,Totaal,2749,1349,1400,155,75,80
65 tot 70 jaar,De Ronde Venen,Nederlandse achtergrond,2439,1208,1231, , , 
65 tot 70 jaar,De Ronde Venen,Westerse migratieachtergrond,254,115,139,102,49,53
65 tot 70 jaar,De Ronde Venen,Niet-westerse migratieachtergrond,56,26,30,53,26,27
65 tot 70 jaar,Roosendaal,Totaal,5079,2514,2565,477,216,261
65 tot 70 jaar,Roosendaal,Nederlandse achtergrond,4368,2172,2196, , , 
65 tot 70 jaar,Roosendaal,Westerse migratieachtergrond,513,247,266,281,122,159
65 tot 70 jaar,Roosendaal,Niet-westerse migratieachtergrond,198,95,103,196,94,102
65 tot 70 jaar,Rotterdam,Totaal,29802,14664,15138,8353,3987,4366
65 tot 70 jaar,Rotterdam,Nederlandse achtergrond,20143,10023,10120, , , 
65 tot 70 jaar,Rotterdam,Westerse migratieachtergrond,3328,1638,1690,2074,1004,1070
65 tot 70 jaar,Rotterdam,Niet-westerse migratieachtergrond,6331,3003,3328,6279,2983,3296
65 tot 70 jaar,Rozendaal,Totaal,99,47,52,8,3,5
65 tot 70 jaar,Rozendaal,Nederlandse achtergrond,86,42,44, , , 
65 tot 70 jaar,Rozendaal,Westerse migratieachtergrond,12,5,7,7,3,4
65 tot 70 jaar,Rozendaal,Niet-westerse migratieachtergrond,1,0,1,1,0,1
65 tot 70 jaar,Rucphen,Totaal,1608,784,824,38,15,23
65 tot 70 jaar,Rucphen,Nederlandse achtergrond,1520,742,778, , , 
65 tot 70 jaar,Rucphen,Westerse migratieachtergrond,82,41,41,32,14,18
65 tot 70 jaar,Rucphen,Niet-westerse migratieachtergrond,6,1,5,6,1,5
65 tot 70 jaar,Schagen,Totaal,3518,1706,1812,146,65,81
65 tot 70 jaar,Schagen,Nederlandse achtergrond,3235,1576,1659, , , 
65 tot 70 jaar,Schagen,Westerse migratieachtergrond,239,111,128,109,48,61
65 tot 70 jaar,Schagen,Niet-westerse migratieachtergrond,44,19,25,37,17,20
65 tot 70 jaar,Scherpenzeel,Totaal,544,255,289,10,8,2
65 tot 70 jaar,Scherpenzeel,Nederlandse achtergrond,509,235,274, , , 
65 tot 70 jaar,Scherpenzeel,Westerse migratieachtergrond,33,19,14,8,7,1
65 tot 70 jaar,Scherpenzeel,Niet-westerse migratieachtergrond,2,1,1,2,1,1
65 tot 70 jaar,Schiedam,Totaal,4309,2101,2208,605,274,331
65 tot 70 jaar,Schiedam,Nederlandse achtergrond,3518,1737,1781, , , 
65 tot 70 jaar,Schiedam,Westerse migratieachtergrond,379,179,200,204,95,109
65 tot 70 jaar,Schiedam,Niet-westerse migratieachtergrond,412,185,227,401,179,222
65 tot 70 jaar,Schiermonnikoog,Totaal,77,44,33,3,2,1
65 tot 70 jaar,Schiermonnikoog,Nederlandse achtergrond,71,40,31, , , 
65 tot 70 jaar,Schiermonnikoog,Westerse migratieachtergrond,5,3,2,2,1,1
65 tot 70 jaar,Schiermonnikoog,Niet-westerse migratieachtergrond,1,1,0,1,1,0
65 tot 70 jaar,Schinnen,Totaal,1013,515,498,38,18,20
65 tot 70 jaar,Schinnen,Nederlandse achtergrond,851,432,419, , , 
65 tot 70 jaar,Schinnen,Westerse migratieachtergrond,159,80,79,35,15,20
65 tot 70 jaar,Schinnen,Niet-westerse migratieachtergrond,3,3,0,3,3,0
65 tot 70 jaar,Schouwen-Duiveland,Totaal,2716,1330,1386,100,47,53
65 tot 70 jaar,Schouwen-Duiveland,Nederlandse achtergrond,2505,1223,1282, , , 
65 tot 70 jaar,Schouwen-Duiveland,Westerse migratieachtergrond,187,97,90,83,41,42
65 tot 70 jaar,Schouwen-Duiveland,Niet-westerse migratieachtergrond,24,10,14,17,6,11
65 tot 70 jaar,Simpelveld,Totaal,776,384,392,77,43,34
65 tot 70 jaar,Simpelveld,Nederlandse achtergrond,618,293,325, , , 
65 tot 70 jaar,Simpelveld,Westerse migratieachtergrond,155,89,66,74,41,33
65 tot 70 jaar,Simpelveld,Niet-westerse migratieachtergrond,3,2,1,3,2,1
65 tot 70 jaar,Sint Anthonis,Totaal,732,401,331,11,4,7
65 tot 70 jaar,Sint Anthonis,Nederlandse achtergrond,699,388,311, , , 
65 tot 70 jaar,Sint Anthonis,Westerse migratieachtergrond,29,12,17,7,3,4
65 tot 70 jaar,Sint Anthonis,Niet-westerse migratieachtergrond,4,1,3,4,1,3
65 tot 70 jaar,Sint-Michielsgestel,Totaal,1862,951,911,53,21,32
65 tot 70 jaar,Sint-Michielsgestel,Nederlandse achtergrond,1750,897,853, , , 
65 tot 70 jaar,Sint-Michielsgestel,Westerse migratieachtergrond,99,48,51,42,17,25
65 tot 70 jaar,Sint-Michielsgestel,Niet-westerse migratieachtergrond,13,6,7,11,4,7
65 tot 70 jaar,Sittard-Geleen,Totaal,6464,3234,3230,652,333,319
65 tot 70 jaar,Sittard-Geleen,Nederlandse achtergrond,5024,2517,2507, , , 
65 tot 70 jaar,Sittard-Geleen,Westerse migratieachtergrond,1217,596,621,437,214,223
65 tot 70 jaar,Sittard-Geleen,Niet-westerse migratieachtergrond,223,121,102,215,119,96
65 tot 70 jaar,Sliedrecht,Totaal,1354,667,687,51,22,29
65 tot 70 jaar,Sliedrecht,Nederlandse achtergrond,1265,628,637, , , 
65 tot 70 jaar,Sliedrecht,Westerse migratieachtergrond,64,28,36,26,11,15
65 tot 70 jaar,Sliedrecht,Niet-westerse migratieachtergrond,25,11,14,25,11,14
65 tot 70 jaar,Slochteren,Totaal,1011,529,482,18,10,8
65 tot 70 jaar,Slochteren,Nederlandse achtergrond,964,502,462, , , 
65 tot 70 jaar,Slochteren,Westerse migratieachtergrond,42,24,18,13,7,6
65 tot 70 jaar,Slochteren,Niet-westerse migratieachtergrond,5,3,2,5,3,2
65 tot 70 jaar,Sluis,Totaal,1964,973,991,225,81,144
65 tot 70 jaar,Sluis,Nederlandse achtergrond,1599,829,770, , , 
65 tot 70 jaar,Sluis,Westerse migratieachtergrond,349,134,215,209,71,138
65 tot 70 jaar,Sluis,Niet-westerse migratieachtergrond,16,10,6,16,10,6
65 tot 70 jaar,Smallingerland,Totaal,3312,1599,1713,161,90,71
65 tot 70 jaar,Smallingerland,Nederlandse achtergrond,3057,1463,1594, , , 
65 tot 70 jaar,Smallingerland,Westerse migratieachtergrond,205,109,96,115,65,50
65 tot 70 jaar,Smallingerland,Niet-westerse migratieachtergrond,50,27,23,46,25,21
65 tot 70 jaar,Soest,Totaal,3168,1485,1683,257,110,147
65 tot 70 jaar,Soest,Nederlandse achtergrond,2724,1293,1431, , , 
65 tot 70 jaar,Soest,Westerse migratieachtergrond,334,149,185,153,71,82
65 tot 70 jaar,Soest,Niet-westerse migratieachtergrond,110,43,67,104,39,65
65 tot 70 jaar,Someren,Totaal,1141,556,585,31,16,15
65 tot 70 jaar,Someren,Nederlandse achtergrond,1078,524,554, , , 
65 tot 70 jaar,Someren,Westerse migratieachtergrond,56,27,29,24,11,13
65 tot 70 jaar,Someren,Niet-westerse migratieachtergrond,7,5,2,7,5,2
65 tot 70 jaar,Son en Breugel,Totaal,908,428,480,36,21,15
65 tot 70 jaar,Son en Breugel,Nederlandse achtergrond,831,388,443, , , 
65 tot 70 jaar,Son en Breugel,Westerse migratieachtergrond,62,32,30,22,14,8
65 tot 70 jaar,Son en Breugel,Niet-westerse migratieachtergrond,15,8,7,14,7,7
65 tot 70 jaar,Stadskanaal,Totaal,2228,1098,1130,86,36,50
65 tot 70 jaar,Stadskanaal,Nederlandse achtergrond,2070,1022,1048, , , 
65 tot 70 jaar,Stadskanaal,Westerse migratieachtergrond,136,62,74,67,25,42
65 tot 70 jaar,Stadskanaal,Niet-westerse migratieachtergrond,22,14,8,19,11,8
65 tot 70 jaar,Staphorst,Totaal,807,396,411,17,10,7
65 tot 70 jaar,Staphorst,Nederlandse achtergrond,780,382,398, , , 
65 tot 70 jaar,Staphorst,Westerse migratieachtergrond,22,10,12,13,7,6
65 tot 70 jaar,Staphorst,Niet-westerse migratieachtergrond,5,4,1,4,3,1
65 tot 70 jaar,Stede Broec,Totaal,1550,745,805,73,30,43
65 tot 70 jaar,Stede Broec,Nederlandse achtergrond,1428,688,740, , , 
65 tot 70 jaar,Stede Broec,Westerse migratieachtergrond,100,49,51,52,22,30
65 tot 70 jaar,Stede Broec,Niet-westerse migratieachtergrond,22,8,14,21,8,13
65 tot 70 jaar,Steenbergen,Totaal,1639,829,810,65,28,37
65 tot 70 jaar,Steenbergen,Nederlandse achtergrond,1528,775,753, , , 
65 tot 70 jaar,Steenbergen,Westerse migratieachtergrond,99,48,51,54,22,32
65 tot 70 jaar,Steenbergen,Niet-westerse migratieachtergrond,12,6,6,11,6,5
65 tot 70 jaar,Steenwijkerland,Totaal,2780,1449,1331,79,34,45
65 tot 70 jaar,Steenwijkerland,Nederlandse achtergrond,2629,1382,1247, , , 
65 tot 70 jaar,Steenwijkerland,Westerse migratieachtergrond,123,53,70,52,20,32
65 tot 70 jaar,Steenwijkerland,Niet-westerse migratieachtergrond,28,14,14,27,14,13
65 tot 70 jaar,Stein (L.),Totaal,2044,1044,1000,123,72,51
65 tot 70 jaar,Stein (L.),Nederlandse achtergrond,1723,877,846, , , 
65 tot 70 jaar,Stein (L.),Westerse migratieachtergrond,297,152,145,100,58,42
65 tot 70 jaar,Stein (L.),Niet-westerse migratieachtergrond,24,15,9,23,14,9
65 tot 70 jaar,Stichtse Vecht,Totaal,4175,2054,2121,357,159,198
65 tot 70 jaar,Stichtse Vecht,Nederlandse achtergrond,3585,1797,1788, , , 
65 tot 70 jaar,Stichtse Vecht,Westerse migratieachtergrond,454,194,260,228,100,128
65 tot 70 jaar,Stichtse Vecht,Niet-westerse migratieachtergrond,136,63,73,129,59,70
65 tot 70 jaar,Strijen,Totaal,649,309,340,27,13,14
65 tot 70 jaar,Strijen,Nederlandse achtergrond,605,289,316, , , 
65 tot 70 jaar,Strijen,Westerse migratieachtergrond,34,16,18,20,9,11
65 tot 70 jaar,Strijen,Niet-westerse migratieachtergrond,10,4,6,7,4,3
65 tot 70 jaar,Súdwest-Fryslân,Totaal,5555,2798,2757,188,108,80
65 tot 70 jaar,Súdwest-Fryslân,Nederlandse achtergrond,5128,2560,2568, , , 
65 tot 70 jaar,Súdwest-Fryslân,Westerse migratieachtergrond,382,214,168,146,85,61
65 tot 70 jaar,Súdwest-Fryslân,Niet-westerse migratieachtergrond,45,24,21,42,23,19
65 tot 70 jaar,Terneuzen,Totaal,3954,1923,2031,416,180,236
65 tot 70 jaar,Terneuzen,Nederlandse achtergrond,3258,1602,1656, , , 
65 tot 70 jaar,Terneuzen,Westerse migratieachtergrond,606,279,327,332,142,190
65 tot 70 jaar,Terneuzen,Niet-westerse migratieachtergrond,90,42,48,84,38,46
65 tot 70 jaar,Terschelling,Totaal,374,181,193,3,1,2
65 tot 70 jaar,Terschelling,Nederlandse achtergrond,354,174,180, , , 
65 tot 70 jaar,Terschelling,Westerse migratieachtergrond,20,7,13,3,1,2
65 tot 70 jaar,Terschelling,Niet-westerse migratieachtergrond,0,0,0,0,0,0
65 tot 70 jaar,Texel,Totaal,1072,537,535,29,11,18
65 tot 70 jaar,Texel,Nederlandse achtergrond,999,507,492, , , 
65 tot 70 jaar,Texel,Westerse migratieachtergrond,67,27,40,24,9,15
65 tot 70 jaar,Texel,Niet-westerse migratieachtergrond,6,3,3,5,2,3
65 tot 70 jaar,Teylingen,Totaal,1939,974,965,113,62,51
65 tot 70 jaar,Teylingen,Nederlandse achtergrond,1753,882,871, , , 
65 tot 70 jaar,Teylingen,Westerse migratieachtergrond,148,72,76,76,42,34
65 tot 70 jaar,Teylingen,Niet-westerse migratieachtergrond,38,20,18,37,20,17
65 tot 70 jaar,Tholen,Totaal,1418,743,675,34,14,20
65 tot 70 jaar,Tholen,Nederlandse achtergrond,1355,715,640, , , 
65 tot 70 jaar,Tholen,Westerse migratieachtergrond,58,25,33,29,11,18
65 tot 70 jaar,Tholen,Niet-westerse migratieachtergrond,5,3,2,5,3,2
65 tot 70 jaar,Tiel,Totaal,2434,1201,1233,264,117,147
65 tot 70 jaar,Tiel,Nederlandse achtergrond,2078,1040,1038, , , 
65 tot 70 jaar,Tiel,Westerse migratieachtergrond,228,106,122,140,65,75
65 tot 70 jaar,Tiel,Niet-westerse migratieachtergrond,128,55,73,124,52,72
65 tot 70 jaar,Tilburg,Totaal,11248,5542,5706,1104,542,562
65 tot 70 jaar,Tilburg,Nederlandse achtergrond,9586,4750,4836, , , 
65 tot 70 jaar,Tilburg,Westerse migratieachtergrond,1065,504,561,515,257,258
65 tot 70 jaar,Tilburg,Niet-westerse migratieachtergrond,597,288,309,589,285,304
65 tot 70 jaar,Tubbergen,Totaal,1150,598,552,15,7,8
65 tot 70 jaar,Tubbergen,Nederlandse achtergrond,1091,575,516, , , 
